Table:	NopsData										
SkiYear	Event	AgeGroup	SortSeq	Base	Adj	RatingMedian	RatingRec	RatingOpen	OverallBase	OverallExp	EventsReqd
21	Trick	B4	2	15000	0	1233	8680	0	0	0	3
21	Jump	B4	3	1500	28.65	57.3	191	0	0	0	3
21	Slalom	B5	1	1500	0	85	117	0	8	0	3
21	Trick	B5	2	15000	0	1233	10430	0	0	0	3
21	Jump	B5	3	1500	28.95	98.1	193	0	0	0	3
21	Slalom	M1	1	1500	0	77.4	122.5	0	8	0	3
21	Trick	M1	2	15000	0	780	11620	0	0	0	3
21	Jump	M1	3	1500	32.7	76	218	0	0	0	3
21	Slalom	M2	1	1500	0	82.5	122	0	8	0	3
21	Trick	M2	2	15000	0	1550	12170	0	0	0	3
21	Jump	M2	3	1500	32.4	82.55	216	0	0	0	3
21	Slalom	M3	1	1500	0	82.8	115.25	0	8	0	3
21	Trick	M3	2	15000	0	953	12070	0	0	0	3
21	Jump	M3	3	1500	30	81.45	200	0	0	0	3
21	Slalom	M4	1	1500	0	87.33	115.5	0	8	0	3
21	Trick	M4	2	15000	0	1154	11470	0	0	0	3
21	Jump	M4	3	1500	28.65	79.7	191	0	0	0	3
21	Slalom	M5	1	1500	0	87.83	111.5	0	8	0	3
21	Trick	M5	2	15000	0	1271	6080	0	0	0	3
21	Jump	M5	3	1500	23.55	70.3	157	0	0	0	3
21	Slalom	M6	1	1500	0	83.83	110	0	8	0	3
21	Trick	M6	2	15000	0	1245	4830	0	0	0	3
21	Jump	M6	3	1500	23.25	63.2	155	0	0	0	3
21	Slalom	M7	1	1500	0	81.765	104	0	8	0	3
21	Trick	M7	2	15000	0	1264	3750	0	0	0	3
21	Jump	M7	3	1500	20.4	36.9	136	0	0	0	3
21	Slalom	M8	1	1500	0	73.01	95	0	8	0	2
21	Trick	M8	2	15000	0	1134	2760	0	0	0	2
21	Jump	M8	3	1500	14.55	45.1	97	0	0	0	2
21	Slalom	M9	1	1500	0	68.17	88	0	8	0	2
21	Trick	M9	2	15000	0	665	2520	0	0	0	2
21	Jump	M9	3	1500	14.7	39.85	98	0	0	0	2
21	Slalom	MA	1	1500	0	63.09	77	0	8	0	2
21	Trick	MA	2	15000	0	865	1600	0	0	0	2
21	Jump	MA	3	1500	15	50.0	100	0	0	0	2
21	Slalom	MB	1	1500	0	6.01	59	0	8	0	2
21	Trick	MB	2	15000	0	360	1050	0	0	0	2
21	Jump	MB	3	1500	3.3	10	22	0	0	0	2
21	Slalom	G1	1	1500	0	14.4	80	0	40	0	2
21	Trick	G1	2	15000	0	434	5340	0	0	0	2
21	Jump	G1	3	1500	149.85	999	999	0	0	0	2
21	Slalom	G2	1	1500	0	34.2	85	0	8	0	3
21	Trick	G2	2	15000	0	358.5	5340	0	0	0	3
21	Jump	G2	3	1500	11.25	34.2	75	0	0	0	3
21	Slalom	G3	1	1500	0	60.05	84	0	8	0	3
21	Trick	G3	2	15000	0	681.5	7170	0	0	0	3
21	Jump	G3	3	1500	18	39.75	120	0	0	0	3
21	Slalom	G4	1	1500	0	68.83	105	0	8	0	3
21	Trick	G4	2	15000	0	1177.5	9300	0	0	0	3
21	Jump	G4	3	1500	21.9	61.3	146	0	0	0	3
21	Slalom	G5	1	1500	0	65.98	109	0	8	0	3
21	Trick	G5	2	15000	0	1068	10610	0	0	0	3
21	Jump	G5	3	1500	23.1	68.3	154	0	0	0	3
21	Slalom	W1	1	1500	0	67.5	110	0	8	0	3
21	Trick	W1	2	15000	0	868	11260	0	0	0	3
21	Jump	W1	3	1500	24.75	57	165	0	0	0	3
21	Slalom	W2	1	1500	0	70.895	112	0	8	0	3
21	Trick	W2	2	15000	0	1026	8990	0	0	0	3
21	Jump	W2	3	1500	23.7	60.3	158	0	0	0	3
21	Slalom	W3	1	1500	0	65.31	110.5	0	8	0	3
21	Trick	W3	2	15000	0	999	6450	0	0	0	3
21	Jump	W3	3	1500	23.25	51.7	155	0	0	0	3
21	Slalom	W4	1	1500	0	65.75	100.5	0	8	0	3
21	Trick	W4	2	15000	0	898.5	5600	0	0	0	3
21	Jump	W4	3	1500	20.1	48.5	134	0	0	0	3
21	Slalom	W5	1	1500	0	67.5	98	0	8	0	3
21	Trick	W5	2	15000	0	1131	5060	0	0	0	3
21	Jump	W5	3	1500	17.4	39.2	116	0	0	0	3
21	Slalom	W6	1	1500	0	71.33	93	0	8	0	3
21	Trick	W6	2	15000	0	1260.5	3940	0	0	0	3
21	Jump	W6	3	1500	18.3	54	122	0	0	0	3
21	Slalom	W7	1	1500	0	63	86	0	8	0	3
21	Trick	W7	2	15000	0	1809	3330	0	0	0	3
21	Jump	W7	3	1500	12.75	41.45	85	0	0	0	3
21	Slalom	W8	1	1500	0	61.83	75.5	0	8	0	2
21	Trick	W8	2	15000	0	899.5	2270	0	0	0	2
21	Jump	W8	3	1500	8.55	42	57	0	0	0	2
21	Slalom	W9	1	1500	0	58.915	68	0	8	0	2
21	Trick	W9	2	15000	0	750	1670	0	0	0	2
21	Jump	W9	3	1500	6.75	30.0	45	0	0	0	2
21	Slalom	WA	1	1500	0	23.85	56	0	8	0	2
21	Trick	WA	2	15000	0	190	1220	0	0	0	2
21	Jump	WA	3	1500	4.8	29	32	0	0	0	2
21	Slalom	WB	1	1500	0	16	40	0	8	0	2
21	Trick	WB	2	15000	0	280	1120	0	0	0	2
21	Jump	WB	3	1500	3.3	20	22	0	0	0	2
21	Slalom	OM	1	1500	0	83.59999847	122.5	0	8	0	3
21	Trick	OM	2	15000	0	1100	12170	0	0	0	3
21	Jump	OM	3	1500	37.5	75.83333206	250	0	0	0	3
21	Slalom	OW	1	1500	0	67.015625	112	0	8	0	3
21	Trick	OW	2	15000	0	999	11260	0	0	0	3
21	Jump	OW	3	1500	28.2	55	188	0	0	0	3
21	Slalom	MM	1	1500	0	85.83333588	115.5	0	8	0	3
21	Trick	MM	2	15000	0	1188	11570	0	0	0	3
21	Jump	MM	3	1500	32.25	72.19999695	215	0	0	0	3
21	Slalom	MW	1	1500	0	66.59999847	110.5	0	8	0	3
21	Trick	MW	2	15000	0	1035	6450	0	0	0	3
21	Jump	MW	3	1500	23.25	50.69999886	155	0	0	0	3
20	Slalom	B1	1	1500	0	26	85	0	24	0	2	
20	Trick	B1	2	15000	0	600	6130	0	0	0	2	
20	Jump	B1	3	1500	0	999	999	0	0	0	2	
20	Slalom	B2	1	1500	0	54	86	0	8	0	3	
20	Trick	B2	2	15000	0	680	8930	0	0	0	3	
20	Jump	B2	3	1500	14.85	35	99	0	0	0	3	
20	Slalom	B3	1	1500	0	62	104.5	0	8	0	3	
20	Trick	B3	2	15000	0	822	8930	0	0	0	3	
20	Jump	B3	3	1500	21.6	47	144	0	0	0	3	
20	Slalom	B4	1	1500	0	72	112	0	8	0	3	
20	Trick	B4	2	15000	0	1050	8470	0	0	0	3	
20	Jump	B4	3	1500	28.65	52	191	0	0	0	3	
20	Slalom	B5	1	1500	0	81	117	0	8	0	3	
20	Trick	B5	2	15000	0	1460	10430	0	0	0	3	
20	Jump	B5	3	1500	28.95	88	193	0	0	0	3	
20	Slalom	M1	1	1500	0	76	122.5	0	8	0	3	
20	Trick	M1	2	15000	0	843	11620	0	0	0	3	
20	Jump	M1	3	1500	32.7	77	218	0	0	0	3	
20	Slalom	M2	1	1500	0	81	122	0	8	0	3	
20	Trick	M2	2	15000	0	1110	12090	0	0	0	3	
20	Jump	M2	3	1500	32.4	82	216	0	0	0	3	
20	Slalom	M3	1	1500	0	84	115.25	0	8	0	3	
20	Trick	M3	2	15000	0	1017	12070	0	0	0	3	
20	Jump	M3	3	1500	30	78	200	0	0	0	3	
20	Slalom	M4	1	1500	0	89	115.5	0	8	0	3	
20	Trick	M4	2	15000	0	1185	11470	0	0	0	3	
20	Jump	M4	3	1500	28.65	75	191	0	0	0	3	
20	Slalom	M5	1	1500	0	87	111.5	0	8	0	3	
20	Trick	M5	2	15000	0	1720	6080	0	0	0	3	
20	Jump	M5	3	1500	23.55	78	157	0	0	0	3	
20	Slalom	M6	1	1500	0	84	110	0	8	0	3	
20	Trick	M6	2	15000	0	1190	4830	0	0	0	3	
20	Jump	M6	3	1500	23.25	68	155	0	0	0	3	
20	Slalom	M7	1	1500	0	81	103	0	8	0	3	
20	Trick	M7	2	15000	0	950	3750	0	0	0	3	
20	Jump	M7	3	1500	20.4	52	136	0	0	0	3	
20	Slalom	M8	1	1500	0	72	95	0	8	0	2	
20	Trick	M8	2	15000	0	960	2760	0	0	0	2	
20	Jump	M8	3	1500	14.55	35	97	0	0	0	2	
20	Slalom	M9	1	1500	0	71	88	0	8	0	2	
20	Trick	M9	2	15000	0	684	2520	0	0	0	2	
20	Jump	M9	3	1500	14.7	35	98	0	0	0	2	
20	Slalom	MA	1	1500	0	50	77	0	8	0	2	
20	Trick	MA	2	15000	0	703	1600	0	0	0	2	
20	Jump	MA	3	1500	15	26	100	0	0	0	2	
20	Slalom	MB	1	1500	0	9	52	0	8	0	2	
20	Trick	MB	2	15000	0	353	1050	0	0	0	2	
20	Jump	MB	3	1500	3.3	20	22	0	0	0	2	
20	Slalom	G1	1	1500	0	9	80	0	40	0	2	
20	Trick	G1	2	15000	0	180	5340	0	0	0	2	
20	Jump	G1	3	1500	149.85	999	999	0	0	0	2	
20	Slalom	G2	1	1500	0	24	85	0	8	0	3	
20	Trick	G2	2	15000	0	522	5340	0	0	0	3	
20	Jump	G2	3	1500	11.25	26	75	0	0	0	3	
20	Slalom	G3	1	1500	0	45	84	0	8	0	3	
20	Trick	G3	2	15000	0	549	7170	0	0	0	3	
20	Jump	G3	3	1500	18	35	120	0	0	0	3	
20	Slalom	G4	1	1500	0	63	105	0	8	0	3	
20	Trick	G4	2	15000	0	1090	9300	0	0	0	3	
20	Jump	G4	3	1500	21.9	51	146	0	0	0	3	
20	Slalom	G5	1	1500	0	67	109	0	8	0	3	
20	Trick	G5	2	15000	0	930	10610	0	0	0	3	
20	Jump	G5	3	1500	23.1	57	154	0	0	0	3	
20	Slalom	W1	1	1500	0	69	109	0	8	0	3	
20	Trick	W1	2	15000	0	941	10850	0	0	0	3	
20	Jump	W1	3	1500	24.75	57	165	0	0	0	3	
20	Slalom	W2	1	1500	0	69	112	0	8	0	3	
20	Trick	W2	2	15000	0	1050	8990	0	0	0	3	
20	Jump	W2	3	1500	23.7	58	158	0	0	0	3	
20	Slalom	W3	1	1500	0	64	109	0	8	0	3	
20	Trick	W3	2	15000	0	990	6450	0	0	0	3	
20	Jump	W3	3	1500	23.25	50	155	0	0	0	3	
20	Slalom	W4	1	1500	0	68	100.5	0	8	0	3	
20	Trick	W4	2	15000	0	756	5600	0	0	0	3	
20	Jump	W4	3	1500	20.1	54	134	0	0	0	3	
20	Slalom	W5	1	1500	0	68	97	0	8	0	3	
20	Trick	W5	2	15000	0	2187	5060	0	0	0	3	
20	Jump	W5	3	1500	17.4	73	116	0	0	0	3	
20	Slalom	W6	1	1500	0	71	93	0	8	0	3	
20	Trick	W6	2	15000	0	1300	3940	0	0	0	3	
20	Jump	W6	3	1500	18.3	45	122	0	0	0	3	
20	Slalom	W7	1	1500	0	64	86	0	8	0	3	
20	Trick	W7	2	15000	0	750	3330	0	0	0	3	
20	Jump	W7	3	1500	12.75	35	85	0	0	0	3	
20	Slalom	W8	1	1500	0	61	75.5	0	8	0	2	
20	Trick	W8	2	15000	0	1125	2270	0	0	0	2	
20	Jump	W8	3	1500	8.55	31	57	0	0	0	2	
20	Slalom	W9	1	1500	0	27	68	0	8	0	2	
20	Trick	W9	2	15000	0	420	1670	0	0	0	2	
20	Jump	W9	3	1500	6.75	30	45	0	0	0	2	
20	Slalom	WA	1	1500	0	18	56	0	8	0	2	
20	Trick	WA	2	15000	0	190	1220	0	0	0	2	
20	Jump	WA	3	1500	4.8	29	32	0	0	0	2	
20	Slalom	WB	1	1500	0	16	40	0	8	0	2	
20	Trick	WB	2	15000	0	280	1120	0	0	0	2	
20	Jump	WB	3	1500	3.3	20	22	0	0	0	2	
20	Slalom	OM	1	1500	0	79	122.5	0	8	0	3	
20	Trick	OM	2	15000	0	1017	12090	0	0	0	3	
20	Jump	OM	3	1500	37.5	82	250	0	0	0	3	
20	Slalom	OW	1	1500	0	70	112	0	8	0	3	
20	Trick	OW	2	15000	0	1035	10850	0	0	0	3	
20	Jump	OW	3	1500	28.2	59	188	0	0	0	3	
20	Slalom	MM	1	1500	0	88	115.5	0	8	0	3	
20	Trick	MM	2	15000	0	1143	11570	0	0	0	3	
20	Jump	MM	3	1500	32.25	92	215	0	0	0	3	
20	Slalom	MW	1	1500	0	68	109	0	8	0	3	
20	Trick	MW	2	15000	0	963	6450	0	0	0	3	
20	Jump	MW	3	1500	23.25	57	155	0	0	0	3	
19	Slalom	B1	1	1500	0	30	85	0	24	0	2	
19	Trick	B1	2	15000	0	340	6130	0	0	0	2	
19	Jump	B1	3	1500	0	999	999	0	0	0	2	
19	Slalom	B2	1	1500	0	65	104.5	0	8	0	3	
19	Trick	B2	2	15000	0	640	7870	0	0	0	3	
19	Jump	B2	3	1500	21.6	46	144	0	0	0	3	
19	Slalom	B3	1	1500	0	81	117	0	8	0	3	
19	Trick	B3	2	15000	0	1270	10430	0	0	0	3	
19	Jump	B3	3	1500	28.95	87	193	0	0	0	3	
19	Slalom	M1	1	1500	0	76	122.5	0	8	0	3	
19	Trick	M1	2	15000	0	950	11620	0	0	0	3	
19	Jump	M1	3	1500	32.7	88	218	0	0	0	3	
19	Slalom	M2	1	1500	0	83	122	0	8	0	3	
19	Trick	M2	2	15000	0	940	12090	0	0	0	3	
19	Jump	M2	3	1500	32.4	95	216	0	0	0	3	
19	Slalom	M3	1	1500	0	85	115.25	0	8	0	3	
19	Trick	M3	2	15000	0	1130	12070	0	0	0	3	
19	Jump	M3	3	1500	30	91	200	0	0	0	3	
19	Slalom	M4	1	1500	0	89	115.5	0	8	0	3	
19	Trick	M4	2	15000	0	1090	11470	0	0	0	3	
19	Jump	M4	3	1500	27.3	87	182	0	0	0	3	
19	Slalom	M5	1	1500	0	87	111.5	0	8	0	3	
19	Trick	M5	2	15000	0	1200	5490	0	0	0	3	
19	Jump	M5	3	1500	23.55	86	157	0	0	0	3	
19	Slalom	M6	1	1500	0	85	110	0	8	0	3	
19	Trick	M6	2	15000	0	1190	4830	0	0	0	3	
19	Jump	M6	3	1500	23.25	78	155	0	0	0	3	
19	Slalom	M7	1	1500	0	80	101	0	8	0	3	
19	Trick	M7	2	15000	0	1070	3750	0	0	0	3	
19	Jump	M7	3	1500	18.3	40	122	0	0	0	3	
19	Slalom	M8	1	1500	0	73	92.25	0	8	0	2	
19	Trick	M8	2	15000	0	1170	2760	0	0	0	2	
19	Jump	M8	3	1500	14.55	28	97	0	0	0	2	
19	Slalom	M9	1	1500	0	67	86.5	0	8	0	2	
19	Trick	M9	2	15000	0	900	1990	0	0	0	2	
19	Jump	M9	3	1500	14.7	41	98	0	0	0	2	
19	Slalom	MA	1	1500	0	45	76	0	8	0	2	
19	Trick	MA	2	15000	0	590	1600	0	0	0	2	
19	Jump	MA	3	1500	15	35	100	0	0	0	2	
19	Slalom	MB	1	1500	0	14	46	0	8	0	2	
19	Trick	MB	2	15000	0	490	1050	0	0	0	2	
19	Jump	MB	3	1500	3.3	20	22	0	0	0	2	
19	Slalom	G1	1	1500	0	17	80	0	40	0	2	
19	Trick	G1	2	15000	0	280	5340	0	0	0	2	
19	Jump	G1	3	1500	149.85	999	999	0	0	0	2	
19	Slalom	G2	1	1500	0	50	98	0	8	0	3	
19	Trick	G2	2	15000	0	630	7170	0	0	0	3	
19	Jump	G2	3	1500	18	43	120	0	0	0	3	
19	Slalom	G3	1	1500	0	75	109	0	8	0	3	
19	Trick	G3	2	15000	0	1570	10700	0	0	0	3	
19	Jump	G3	3	1500	23.1	64	154	0	0	0	3	
19	Slalom	W1	1	1500	0	65	109	0	8	0	3	
19	Trick	W1	2	15000	0	640	10460	0	0	0	3	
19	Jump	W1	3	1500	24.75	46	165	0	0	0	3	
19	Slalom	W2	1	1500	0	68	111.5	0	8	0	3	
19	Trick	W2	2	15000	0	770	8990	0	0	0	3	
19	Jump	W2	3	1500	23.7	60	158	0	0	0	3	
19	Slalom	W3	1	1500	0	71	109	0	8	0	3	
19	Trick	W3	2	15000	0	1450	6450	0	0	0	3	
19	Jump	W3	3	1500	23.25	50	155	0	0	0	3	
19	Slalom	W4	1	1500	0	68	100.5	0	8	0	3	
19	Trick	W4	2	15000	0	780	5600	0	0	0	3	
19	Jump	W4	3	1500	20.1	40	134	0	0	0	3	
19	Slalom	W5	1	1500	0	70	97	0	8	0	3	
19	Trick	W5	2	15000	0	1160	5060	0	0	0	3	
19	Jump	W5	3	1500	17.4	46	116	0	0	0	3	
19	Slalom	W6	1	1500	0	62	92	0	8	0	3	
19	Trick	W6	2	15000	0	1570	3780	0	0	0	3	
19	Jump	W6	3	1500	16.8	47	112	0	0	0	3	
19	Slalom	W7	1	1500	0	65	86	0	8	0	3	
19	Trick	W7	2	15000	0	1200	3330	0	0	0	3	
19	Jump	W7	3	1500	12.75	43	85	0	0	0	3	
19	Slalom	W8	1	1500	0	65	75.5	0	8	0	2	
19	Trick	W8	2	15000	0	1100	2270	0	0	0	2	
19	Jump	W8	3	1500	8.55	32	57	0	0	0	2	
19	Slalom	W9	1	1500	0	27	68	0	8	0	2	
19	Trick	W9	2	15000	0	420	1670	0	0	0	2	
19	Jump	W9	3	1500	6.75	30	45	0	0	0	2	
19	Slalom	WA	1	1500	0	18	56	0	8	0	2	
19	Trick	WA	2	15000	0	190	1220	0	0	0	2	
19	Jump	WA	3	1500	4.8	29	32	0	0	0	2	
19	Slalom	WB	1	1500	0	16	40	0	8	0	2	
19	Trick	WB	2	15000	0	280	1120	0	0	0	2	
19	Jump	WB	3	1500	3.3	20	22	0	0	0	2	
19	Slalom	OM	1	1500	0	80	122.5	0	8	0	3	
19	Trick	OM	2	15000	0	990	12090	0	0	0	3	
19	Jump	OM	3	1500	37.5	108	250	0	0	0	3	
19	Slalom	OW	1	1500	0	68	111.5	0	8	0	3	
19	Trick	OW	2	15000	0	750	10700	0	0	0	3	
19	Jump	OW	3	1500	28.2	68	188	0	0	0	3	
19	Slalom	MM	1	1500	0	89	115.5	0	8	0	3	
19	Trick	MM	2	15000	0	1170	11570	0	0	0	3	
19	Jump	MM	3	1500	32.25	106	215	0	0	0	3	
19	Slalom	MW	1	1500	0	68	109	0	8	0	3	
19	Trick	MW	2	15000	0	1180	6450	0	0	0	3	
19	Jump	MW	3	1500	23.25	49	155	0	0	0	3	
19	Slalom	NM	1	1500	0	76	122.5	0	8	0	3	
19	Trick	NM	2	15000	0	950	11620	0	0	0	3	
19	Jump	NM	3	1500	32.7	88	218	0	0	0	3	
19	Slalom	NW	1	1500	0	65	109	0	8	0	3	
19	Trick	NW	2	15000	0	640	10460	0	0	0	3	
19	Jump	NW	3	1500	24.75	46	165	0	0	0	3	
18	Slalom	B1	1	1500	0	25	85	0	24	0	2
18	Trick	B1	2	15000	0	360	4270	0	0	0	2
18	Jump	B1	3	1500	0	999	999	0	0	0	2
18	Slalom	B2	1	1500	0	62	104.5	0	8	0	3
18	Trick	B2	2	15000	0	800	7870	0	0	0	3
18	Jump	B2	3	1500	21.6	49	144	0	0	0	3
18	Slalom	B3	1	1500	0	78	117	0	8	0	3
18	Trick	B3	2	15000	0	1170	10430	0	0	0	3
18	Jump	B3	3	1500	28.95	71	193	0	0	0	3
18	Slalom	M1	1	1500	0	70	122.5	0	8	0	3
18	Trick	M1	2	15000	0	660	11620	0	0	0	3
18	Jump	M1	3	1500	32.7	79	218	0	0	0	3
18	Slalom	M2	1	1500	0	77	122	0	8	0	3
18	Trick	M2	2	15000	0	730	12090	0	0	0	3
18	Jump	M2	3	1500	32.4	85	216	0	0	0	3
18	Slalom	M3	1	1500	0	86	115.25	0	8	0	3
18	Trick	M3	2	15000	0	810	12070	0	0	0	3
18	Jump	M3	3	1500	30	86	200	0	0	0	3
18	Slalom	M4	1	1500	0	89	115.5	0	8	0	3
18	Trick	M4	2	15000	0	1030	11470	0	0	0	3
18	Jump	M4	3	1500	27.3	74	182	0	0	0	3
18	Slalom	M5	1	1500	0	87	111.5	0	8	0	3
18	Trick	M5	2	15000	0	1110	5490	0	0	0	3
18	Jump	M5	3	1500	23.55	67	157	0	0	0	3
18	Slalom	M6	1	1500	0	86	109	0	8	0	3
18	Trick	M6	2	15000	0	1490	4830	0	0	0	3
18	Jump	M6	3	1500	23.25	67	155	0	0	0	3
18	Slalom	M7	1	1500	0	78	101	0	8	0	3
18	Trick	M7	2	15000	0	920	3750	0	0	0	3
18	Jump	M7	3	1500	18.3	44	122	0	0	0	3
18	Slalom	M8	1	1500	0	75	92	0	8	0	2
18	Trick	M8	2	15000	0	990	2760	0	0	0	2
18	Jump	M8	3	1500	14.55	28	97	0	0	0	2
18	Slalom	M9	1	1500	0	70	86.5	0	8	0	2
18	Trick	M9	2	15000	0	1030	1990	0	0	0	2
18	Jump	M9	3	1500	14.7	41	98	0	0	0	2
18	Slalom	MA	1	1500	0	44	73.5	0	8	0	2
18	Trick	MA	2	15000	0	430	1600	0	0	0	2
18	Jump	MA	3	1500	15	35	100	0	0	0	2
18	Slalom	MB	1	1500	0	14	46	0	8	0	2
18	Trick	MB	2	15000	0	440	1050	0	0	0	2
18	Jump	MB	3	1500	3.3	20	22	0	0	0	2
18	Slalom	G1	1	1500	0	14	80	0	40	0	2
18	Trick	G1	2	15000	0	210	5340	0	0	0	2
18	Jump	G1	3	1500	149.85	999	999	0	0	0	2
18	Slalom	G2	1	1500	0	55	98	0	8	0	3
18	Trick	G2	2	15000	0	590	7170	0	0	0	3
18	Jump	G2	3	1500	18	39	120	0	0	0	3
18	Slalom	G3	1	1500	0	74	109	0	8	0	3
18	Trick	G3	2	15000	0	1410	10610	0	0	0	3
18	Jump	G3	3	1500	23.1	57	154	0	0	0	3
18	Slalom	W1	1	1500	0	58	109	0	8	0	3
18	Trick	W1	2	15000	0	540	10460	0	0	0	3
18	Jump	W1	3	1500	24.75	49	165	0	0	0	3
18	Slalom	W2	1	1500	0	58	111.5	0	8	0	3
18	Trick	W2	2	15000	0	740	8990	0	0	0	3
18	Jump	W2	3	1500	23.7	55	158	0	0	0	3
18	Slalom	W3	1	1500	0	65	109	0	8	0	3
18	Trick	W3	2	15000	0	1490	6450	0	0	0	3
18	Jump	W3	3	1500	23.25	48	155	0	0	0	3
18	Slalom	W4	1	1500	0	63	100.5	0	8	0	3
18	Trick	W4	2	15000	0	710	5600	0	0	0	3
18	Jump	W4	3	1500	20.1	42	134	0	0	0	3
18	Slalom	W5	1	1500	0	69	97	0	8	0	3
18	Trick	W5	2	15000	0	850	5060	0	0	0	3
18	Jump	W5	3	1500	17.4	42	116	0	0	0	3
18	Slalom	W6	1	1500	0	67	90.5	0	8	0	3
18	Trick	W6	2	15000	0	790	3780	0	0	0	3
18	Jump	W6	3	1500	14.25	47	95	0	0	0	3
18	Slalom	W7	1	1500	0	63	83.5	0	8	0	3
18	Trick	W7	2	15000	0	780	3330	0	0	0	3
18	Jump	W7	3	1500	12.75	46	85	0	0	0	3
18	Slalom	W8	1	1500	0	66	75.5	0	8	0	2
18	Trick	W8	2	15000	0	760	2270	0	0	0	2
18	Jump	W8	3	1500	8.55	38	57	0	0	0	2
18	Slalom	W9	1	1500	0	30	68	0	8	0	2
18	Trick	W9	2	15000	0	790	1670	0	0	0	2
18	Jump	W9	3	1500	6.75	30	45	0	0	0	2
18	Slalom	WA	1	1500	0	18	56	0	8	0	2
18	Trick	WA	2	15000	0	190	1220	0	0	0	2
18	Jump	WA	3	1500	4.8	29	32	0	0	0	2
18	Slalom	WB	1	1500	0	16	40	0	8	0	2
18	Trick	WB	2	15000	0	270	1120	0	0	0	2
18	Jump	WB	3	1500	3.3	20	22	0	0	0	2
18	Slalom	OM	1	1500	0	77	122.5	0	8	0	3
18	Trick	OM	2	15000	0	730	12090	0	0	0	3
18	Jump	OM	3	1500	37.5	100	250	0	0	0	3
18	Slalom	OW	1	1500	0	60	111.5	0	8	0	3
18	Trick	OW	2	15000	0	690	10610	0	0	0	3
18	Jump	OW	3	1500	28.2	68	188	0	0	0	3
18	Slalom	MM	1	1500	0	89	115.5	0	8	0	3
18	Trick	MM	2	15000	0	1050	11570	0	0	0	3
18	Jump	MM	3	1500	32.25	97	215	0	0	0	3
18	Slalom	MW	1	1500	0	65	109	0	8	0	3
18	Trick	MW	2	15000	0	1240	6450	0	0	0	3
18	Jump	MW	3	1500	23.25	47	155	0	0	0	3
18	Slalom	NM	1	1500	0	73	122.5	0	8	0	3
18	Trick	NM	2	15000	0	700	11620	0	0	0	3
18	Jump	NM	3	1500	32.7	74	218	0	0	0	3
18	Slalom	NW	1	1500	0	71	109	0	8	0	3
18	Trick	NW	2	15000	0	710	10460	0	0	0	3
18	Jump	NW	3	1500	24.75	49	165	0	0	0	3
